Año,Día,Hora,SentidoNorte,SentidoSur
2020,177,3,61,76
2020,177,4,99,97
2020,177,5,335,334
2020,177,6,944,880
2020,177,7,1823,1861
2020,177,8,2402,1674
2020,177,9,1999,1202
2020,177,10,1692,1655
2020,177,11,1310,1463
2020,177,12,1565,1088
2020,177,13,1926,1979
2020,177,14,1609,1660
2020,177,15,2871,2461
2020,177,16,2692,2719
2020,177,17,3081,3186
2020,177,18,3824,4244
2020,177,19,3293,3670
2020,177,20,2989,2518
2020,177,21,1996,1935
2020,177,22,1932,1908
2020,177,23,980,647
2020,178,0,356,234
2020,178,1,207,183
2020,178,2,65,76
2020,178,3,50,57
2020,178,4,141,143
2020,178,5,344,231
2020,178,6,875,596
2020,178,7,1733,1177
2020,178,8,2433,1817
2020,178,9,1643,2177
2020,178,10,1183,1587
2020,178,11,1602,1584
2020,178,12,1302,1325
2020,178,13,1282,1727
2020,178,14,2190,2250
2020,178,15,2827,2971
2020,178,16,2920,2665
2020,178,17,3814,3793
2020,178,18,3651,3611
2020,178,19,3621,3914
2020,178,20,2667,2893
2020,178,21,2312,2349
2020,178,22,1657,1028
2020,178,23,1015,659
2020,179,0,222,195
2020,179,1,212,182
2020,179,2,78,54
2020,179,3,73,80
2020,179,4,135,129
2020,179,5,279,223
2020,179,6,949,884
2020,179,7,1088,1430
2020,179,8,2292,2217
2020,179,9,1582,1933
2020,179,10,1167,1331
2020,179,11,1547,1128
2020,179,12,1531,1442
2020,179,13,1981,1260
2020,179,14,1521,1891
2020,179,15,2207,2727
2020,179,16,3200,2720
2020,179,17,3827,3250
2020,179,18,4416,3979
2020,179,19,3700,3693
2020,179,20,2419,2567
2020,179,21,1524,1959
2020,179,22,1380,1726
2020,179,23,683,1150
2020,180,0,278,124
2020,180,1,138,219
2020,180,2,59,96
2020,180,3,61,65
2020,180,4,97,98
2020,180,5,318,298
2020,180,6,793,644
2020,180,7,1594,1286
2020,180,8,2082,2242
2020,180,9,1769,1229
2020,180,10,1188,1220
2020,180,11,1116,1429
2020,180,12,1023,979
2020,180,13,1409,1127
2020,180,14,1611,1595
2020,180,15,2424,2923
2020,180,16,3175,3004
2020,180,17,3893,3548
2020,180,18,3631,4415
2020,180,19,3471,3343
2020,180,20,2669,2367
2020,180,21,2379,2181
2020,180,22,1782,1057
2020,180,23,903,1171
2020,181,0,356,246
2020,181,1,183,223
2020,181,2,91,81
2020,181,3,66,52
2020,181,4,120,66
2020,181,5,314,284
2020,181,6,538,700
2020,181,7,1033,1550
2020,181,8,2032,1888
2020,181,9,1932,1760
2020,181,10,1093,1731
2020,181,11,1353,1281
2020,181,12,1536,1381
2020,181,13,1507,1772
2020,181,14,1645,2418
2020,181,15,2274,2726
2020,181,16,2700,2862
2020,181,17,3342,3904
2020,181,18,3754,4170
2020,181,19,3483,3402
2020,181,20,2729,2557
2020,181,21,1859,1740
2020,181,22,1896,1991
2020,181,23,564,872
2020,182,0,312,256
2020,182,1,155,186
2020,182,2,83,71
2020,182,3,75,64
2020,182,4,50,77
2020,182,5,258,249
2020,182,6,661,585
2020,182,7,1162,1749
2020,182,8,2458,1632
2020,182,9,2166,1807
2020,182,10,1538,1188
2020,182,11,1353,1548
2020,182,12,1112,943
2020,182,13,1905,1920
2020,182,14,1730,2316
2020,182,15,2206,2536
2020,182,16,2710,2857
2020,182,17,3800,3296
2020,182,18,4491,3836
2020,182,19,3810,3919
2020,182,20,2682,2570
2020,182,21,2108,2004
2020,182,22,1896,1223
2020,182,23,919,1237
2020,183,0,355,371
2020,183,1,190,176
2020,183,2,85,62
2020,183,3,87,92
2020,183,4,82,98
2020,183,5,353,382
2020,183,6,791,698
2020,183,7,1457,1779
2020,183,8,2190,2407
2020,183,9,1349,1780
2020,183,10,1778,1612
2020,183,11,1248,1591
2020,183,12,1248,1136
2020,183,13,1459,1591
2020,183,14,1934,2404
2020,183,15,2723,2462
2020,183,16,2922,2859
2020,183,17,3177,3675
2020,183,18,4291,4277
2020,183,19,3180,3223
2020,183,20,2781,2818
2020,183,21,2492,2232
2020,183,22,1881,1977
2020,183,23,914,1192
2020,184,0,316,395
2020,184,1,94,65
2020,184,2,51,79
2020,184,3,88,98
2020,184,4,138,58
2020,184,5,209,347
2020,184,6,619,851
2020,184,7,1898,1449
2020,184,8,2473,2161
2020,184,9,1709,1662
2020,184,10,1056,1540
2020,184,11,1014,1545
2020,184,12,1066,1554
2020,184,13,1968,1140
2020,184,14,2005,2080
2020,184,15,2589,2982
2020,184,16,2972,3325
2020,184,17,3416,3066
2020,184,18,3674,4304
2020,184,19,3893,3737
2020,184,20,2000,2739
2020,184,21,2238,2350
2020,184,22,1957,1159
2020,184,23,885,677
2020,185,0,291,173
2020,185,1,168,180
2020,185,2,53,85
2020,185,3,74,76
2020,185,4,69,86
2020,185,5,398,211
2020,185,6,564,916
2020,185,7,1759,1038
2020,185,8,1772,2272
2020,185,9,1240,1354
2020,185,10,1685,1115
2020,185,11,1560,1103
2020,185,12,1545,1242
2020,185,13,1375,1940
2020,185,14,2397,2417
2020,185,15,2953,2136
2020,185,16,2756,2601
2020,185,17,3834,3310
2020,185,18,4205,4374
2020,185,19,3164,3963
2020,185,20,2652,2204
2020,185,21,2025,2351
2020,185,22,1240,1266
2020,185,23,1312,720
2020,186,0,226,252
2020,186,1,122,131
2020,186,2,59,83
2020,186,3,52,65
2020,186,4,86,136
2020,186,5,383,348
2020,186,6,572,565
2020,186,7,1822,1204
2020,186,8,1641,1790
2020,186,9,1487,2036
2020,186,10,1542,1585
2020,186,11,1229,1684
2020,186,12,1303,874
2020,186,13,1904,1803
2020,186,14,2449,1745
2020,186,15,2804,2371
2020,186,16,3457,2597
2020,186,17,3097,3318
2020,186,18,3661,4196
2020,186,19,3952,3676
2020,186,20,2099,2777
2020,186,21,1598,2082
2020,186,22,1156,1261
2020,186,23,995,605
2020,187,0,261,105
2020,187,1,109,160
2020,187,2,80,72
2020,187,3,84,93
2020,187,4,94,92
2020,187,5,371,203
2020,187,6,881,969
2020,187,7,1201,1636
2020,187,8,2496,2280
2020,187,9,1420,1284
2020,187,10,1788,1529
2020,187,11,1349,909
2020,187,12,1460,887
2020,187,13,1436,1297
2020,187,14,1675,1546
2020,187,15,2505,2619
2020,187,16,2760,2694
2020,187,17,3640,3161
2020,187,18,4489,3836
2020,187,19,3496,3761
2020,187,20,2594,2847
2020,187,21,2298,2348
2020,187,22,1961,1437
2020,187,23,1365,805
2020,188,0,320,197
2020,188,1,200,126
2020,188,2,98,69
2020,188,3,53,79
2020,188,4,149,138
2020,188,5,338,247
2020,188,6,817,656
2020,188,7,1592,1369
2020,188,8,2335,1515
2020,188,9,1601,1371
2020,188,10,1368,1552
2020,188,11,1268,1552
2020,188,12,992,1184
2020,188,13,1455,1018
2020,188,14,1595,1770
2020,188,15,2975,2644
2020,188,16,3121,3137
2020,188,17,3869,3863
2020,188,18,3686,3539
2020,188,19,3899,3258
2020,188,20,2072,2006
2020,188,21,1650,2408
2020,188,22,1320,1135
2020,188,23,803,1487
2020,189,0,229,205
2020,189,1,204,87
2020,189,2,81,93
2020,189,3,96,82
2020,189,4,77,129
2020,189,5,383,226
2020,189,6,540,783
2020,189,7,1678,1987
2020,189,8,1607,2343
2020,189,9,1891,1537
2020,189,10,1617,1082
2020,189,11,1679,1235
2020,189,12,1089,1158
2020,189,13,1502,1606
2020,189,14,1902,2065
2020,189,15,2675,2976
2020,189,16,3042,3485
2020,189,17,3082,3641
2020,189,18,4424,3954
2020,189,19,3946,3176
2020,189,20,2268,2136
2020,189,21,2268,2270
2020,189,22,1086,1025
2020,189,23,1052,633
2020,190,0,248,395
2020,190,1,179,97
2020,190,2,95,67
2020,190,3,82,100
2020,190,4,130,98
2020,190,5,368,283
2020,190,6,564,876
2020,190,7,1123,1758
2020,190,8,1996,1848
2020,190,9,2017,1284
2020,190,10,1555,1208
2020,190,11,1141,1192
2020,190,12,1226,1110
2020,190,13,1215,1552
2020,190,14,2465,2363
2020,190,15,2850,2356
2020,190,16,2865,3251
2020,190,17,3707,3011
2020,190,18,3601,3711
2020,190,19,3096,3226
2020,190,20,2430,2765
2020,190,21,2354,2337
2020,190,22,1418,1935
2020,190,23,588,581
2020,191,0,374,371
2020,191,1,172,155
2020,191,2,92,51
2020,191,3,99,95
2020,191,4,57,126
2020,191,5,398,340
2020,191,6,839,737
2020,191,7,1954,1364
2020,191,8,1763,2374
2020,191,9,1563,1799
2020,191,10,1280,1421
2020,191,11,978,1527
2020,191,12,1153,801
2020,191,13,1784,1335
2020,191,14,2424,1529
2020,191,15,2845,2790
2020,191,16,3206,3309
2020,191,17,3655,3833
2020,191,18,3534,4229
2020,191,19,3888,3594
2020,191,20,2430,2445
2020,191,21,1933,2108
2020,191,22,1664,1700
2020,191,23,1087,893
2020,192,0,361,108
2020,192,1,197,230
2020,192,2,84,94
2020,192,3,78,91
2020,192,4,134,72
2020,192,5,301,335
2020,192,6,573,793
2020,192,7,1283,1599
2020,192,8,1940,2338
2020,192,9,2185,2122
2020,192,10,1354,1575
2020,192,11,1640,1530
2020,192,12,1262,1106
2020,192,13,1128,1049
2020,192,14,1595,1790
2020,192,15,2472,2109
2020,192,16,3372,3320
2020,192,17,3048,3804
2020,192,18,4420,3894
2020,192,19,3966,3208
2020,192,20,2625,2659
2020,192,21,2174,1778
2020,192,22,1226,1169
2020,192,23,1224,1494
2020,193,0,330,329
2020,193,1,228,146
2020,193,2,100,76
2020,193,3,67,73
2020,193,4,52,84
2020,193,5,344,327
2020,193,6,757,526
2020,193,7,1965,1412
2020,193,8,2239,2488
2020,193,9,1745,2059
2020,193,10,1081,1206
2020,193,11,1364,1418
2020,193,12,1173,1187
2020,193,13,1952,1242
2020,193,14,2196,1734
2020,193,15,2973,2704
2020,193,16,3412,2500
2020,193,17,3499,3076
2020,193,18,4315,3685
2020,193,19,3764,3123
2020,193,20,2829,2100
2020,193,21,2400,2324
2020,193,22,1300,1866
2020,193,23,1293,1067
2020,194,0,276,198
2020,194,1,185,76
2020,194,2,99,60
2020,194,3,99,93
2020,194,4,132,99
2020,194,5,391,248
2020,194,6,947,649
2020,194,7,1137,1827
2020,194,8,2252,2040
2020,194,9,2163,1438
2020,194,10,1772,1067
2020,194,11,1693,1478
2020,194,12,1105,1084
2020,194,13,1066,1826
2020,194,14,2035,2349
2020,194,15,2631,2386
2020,194,16,3433,3472
2020,194,17,3905,3148
2020,194,18,4333,3870
2020,194,19,3938,3301
2020,194,20,2544,2034
2020,194,21,2500,2301
2020,194,22,1497,1483
2020,194,23,594,954
2020,195,0,186,131
2020,195,1,98,91
2020,195,2,69,75
2020,195,3,75,64
2020,195,4,59,105
2020,195,5,398,318
2020,195,6,747,780
2020,195,7,1643,1717
2020,195,8,2388,1986
2020,195,9,1868,1295
2020,195,10,1196,1697
2020,195,11,1506,1058
2020,195,12,984,866
2020,195,13,1640,1041
2020,195,14,2420,1552
2020,195,15,2574,2755
2020,195,16,2754,3073
2020,195,17,3617,3995
2020,195,18,3563,3909
2020,195,19,3912,3347
2020,195,20,2244,2158
2020,195,21,1770,2136
2020,195,22,1378,1745
2020,195,23,1161,530
2020,196,0,387,283
2020,196,1,93,243
2020,196,2,72,96
2020,196,3,80,55
2020,196,4,117,80
2020,196,5,237,276
2020,196,6,762,654
2020,196,7,1632,1621
2020,196,8,1549,1866
2020,196,9,2025,1971
2020,196,10,1764,1774
2020,196,11,1370,1032
2020,196,12,1118,1556
2020,196,13,1632,1972
2020,196,14,1649,1518
2020,196,15,2889,2743
2020,196,16,3139,3280
2020,196,17,3812,3635
2020,196,18,4334,3752
2020,196,19,3880,3182
2020,196,20,2568,2953
2020,196,21,1764,1888
2020,196,22,1797,1328
2020,196,23,1432,1030
2020,197,0,383,253
2020,197,1,120,57
2020,197,2,72,100
2020,197,3,69,52
2020,197,4,109,52
2020,197,5,286,247
2020,197,6,522,714
2020,197,7,1972,1065
2020,197,8,1754,1841
2020,197,9,2187,1784
2020,197,10,1066,1391
2020,197,11,1381,1514
2020,197,12,1558,1283
2020,197,13,1033,1937
2020,197,14,2472,1757
2020,197,15,2323,2974
2020,197,16,2629,3313
2020,197,17,3762,3232
2020,197,18,4066,4252
2020,197,19,3095,3239
2020,197,20,2997,2114
2020,197,21,1787,1869
2020,197,22,1534,1358
2020,197,23,843,1189
2020,198,0,378,315
2020,198,1,99,176
2020,198,2,59,90
2020,198,3,63,93
2020,198,4,65,108
2020,198,5,259,294
2020,198,6,994,845
2020,198,7,1111,1518
2020,198,8,1590,1979
2020,198,9,1221,1237
2020,198,10,1023,1525
2020,198,11,1058,1568
2020,198,12,1597,822
2020,198,13,1707,1438
2020,198,14,2265,1614
2020,198,15,2722,2645
2020,198,16,3350,2820
2020,198,17,3558,3075
2020,198,18,4110,4314
2020,198,19,3837,3113
2020,198,20,2712,2485
2020,198,21,1922,1711
2020,198,22,1094,1913
2020,198,23,1315,1128
2020,199,0,151,176
2020,199,1,97,149
2020,199,2,53,53
2020,199,3,87,66
2020,199,4,99,80
2020,199,5,303,245
2020,199,6,931,819
2020,199,7,1086,1392
2020,199,8,2165,2051
2020,199,9,1534,1734
2020,199,10,1140,1199
2020,199,11,1535,942
2020,199,12,1479,1337
2020,199,13,1712,1966
2020,199,14,2297,1986
2020,199,15,2250,2301
2020,199,16,3384,3428
2020,199,17,3758,3655
2020,199,18,4402,4230
2020,199,19,3622,3169
2020,199,20,2177,2435
2020,199,21,2455,1832
2020,199,22,1872,1807
2020,199,23,1474,999
2020,200,0,340,241
2020,200,1,153,59
2020,200,2,90,51
2020,200,3,53,55
2020,200,4,75,77
2020,200,5,283,256
2020,200,6,675,715
2020,200,7,1063,1395
2020,200,8,1829,2058
2020,200,9,1963,1728
2020,200,10,1468,1655
2020,200,11,1403,1635
2020,200,12,1222,1407
2020,200,13,1969,1863
2020,200,14,1724,1759
2020,200,15,2699,2803
2020,200,16,2913,3447
2020,200,17,3543,3249
2020,200,18,3824,3551
2020,200,19,3803,3831
2020,200,20,2558,2491
2020,200,21,2312,1978
2020,200,22,1083,1767
2020,200,23,882,1338
2020,201,0,216,208
2020,201,1,83,244
2020,201,2,55,51
2020,201,3,54,57
2020,201,4,116,67
2020,201,5,244,219
2020,201,6,934,537
2020,201,7,1684,1646
2020,201,8,2115,2236
2020,201,9,1807,1269
2020,201,10,1651,1115
2020,201,11,1604,1651
2020,201,12,1260,1451
2020,201,13,1003,1283
2020,201,14,2112,2102
2020,201,15,2858,2099
2020,201,16,3342,2546
2020,201,17,3230,3584
2020,201,18,4047,3597
2020,201,19,3950,3473
2020,201,20,2801,2165
2020,201,21,2339,1835
2020,201,22,1766,1956
2020,201,23,1275,694
2020,202,0,191,113
2020,202,1,133,139
2020,202,2,71,68
2020,202,3,80,63
2020,202,4,64,94
2020,202,5,305,377
2020,202,6,658,536
2020,202,7,1459,1344
2020,202,8,2177,1642
2020,202,9,1536,1334
2020,202,10,1202,1389
2020,202,11,1555,1124
2020,202,12,883,1149
2020,202,13,1291,1540
2020,202,14,2171,1642
2020,202,15,2290,2279
2020,202,16,2806,2648
2020,202,17,3030,3803
2020,202,18,4325,4482
2020,202,19,3001,3607
2020,202,20,2807,2326
2020,202,21,2158,2223
2020,202,22,1136,1871
2020,202,23,771,1236
2020,203,0,397,381
2020,203,1,148,63
2020,203,2,82,53
2020,203,3,97,71
2020,203,4,127,57
2020,203,5,332,250
2020,203,6,584,958
2020,203,7,1677,1641
2020,203,8,2408,1690
2020,203,9,1219,2071
2020,203,10,1120,1511
2020,203,11,1477,1691
2020,203,12,1174,1537
2020,203,13,1143,1111
2020,203,14,2310,1557
2020,203,15,2823,2032
2020,203,16,3218,2533
2020,203,17,3318,3985
2020,203,18,3832,4285
2020,203,19,3319,3791
2020,203,20,2695,2228
2020,203,21,2445,1587
2020,203,22,1852,1926
2020,203,23,591,891
2020,204,0,212,216
2020,204,1,203,157
2020,204,2,51,75
2020,204,3,97,63
2020,204,4,79,104
2020,204,5,386,237
2020,204,6,817,531
2020,204,7,1929,1629
2020,204,8,1650,2457
2020,204,9,1720,1717
2020,204,10,1156,1045
2020,204,11,1549,1008
2020,204,12,838,915
2020,204,13,1376,1124
2020,204,14,1926,1621
2020,204,15,2760,2953
2020,204,16,2544,3467
2020,204,17,3020,3554
2020,204,18,3558,4063
2020,204,19,3936,3359
2020,204,20,2337,2455
2020,204,21,1770,1822
2020,204,22,1724,1493
2020,204,23,799,1237
2020,205,0,298,304
2020,205,1,112,202
2020,205,2,88,83
2020,205,3,82,82
2020,205,4,61,106
2020,205,5,218,231
2020,205,6,708,662
2020,205,7,1426,1161
2020,205,8,1615,1819
2020,205,9,1864,1305
2020,205,10,1233,1309
2020,205,11,1615,937
2020,205,12,1271,1378
2020,205,13,1450,1610
2020,205,14,2248,2449
2020,205,15,2262,2760
2020,205,16,3323,2771
2020,205,17,3162,3181
2020,205,18,3758,4186
2020,205,19,3360,3284
2020,205,20,2916,2384
2020,205,21,2466,2175
2020,205,22,1972,1718
2020,205,23,787,1391
2020,206,0,234,221
2020,206,1,61,173
2020,206,2,65,98
2020,206,3,79,91
2020,206,4,60,146
2020,206,5,356,366
2020,206,6,903,505
2020,206,7,1529,1779
2020,206,8,1929,1934
2020,206,9,2191,2150
2020,206,10,1729,1677
2020,206,11,1437,1219
2020,206,12,1480,1077
2020,206,13,1636,1373
2020,206,14,1864,2023
2020,206,15,2522,2463
2020,206,16,3370,3077
2020,206,17,3023,3613
2020,206,18,4382,4420
2020,206,19,3666,3365
2020,206,20,2690,2135
2020,206,21,1570,1743
2020,206,22,1165,1375
2020,206,23,820,545
2020,207,0,142,188
2020,207,1,113,214
2020,207,2,96,90
2020,207,3,74,86
2020,207,4,107,150
2020,207,5,324,267
2020,207,6,762,928
2020,207,7,1115,1248
2020,207,8,2337,1824
2020,207,9,2196,1287
2020,207,10,1536,1095
2020,207,11,969,1444
2020,207,12,1137,1143
2020,207,13,1287,1834
2020,207,14,1655,1526
2020,207,15,2270,2204
2020,207,16,3149,2688
2020,207,17,3443,3496
2020,207,18,3593,4178
2020,207,19,3464,3090
2020,207,20,2233,2561
2020,207,21,2401,2373
2020,207,22,1458,1032
2020,207,23,1471,761
2020,208,0,348,337
2020,208,1,117,199
2020,208,2,62,77
2020,208,3,66,70
2020,208,4,139,68
2020,208,5,240,203
2020,208,6,801,572
2020,208,7,1150,1783
2020,208,8,2090,1641
2020,208,9,2050,2032
2020,208,10,1214,1717
2020,208,11,1099,1353
2020,208,12,1289,891
2020,208,13,1348,1443
2020,208,14,1675,2434
2020,208,15,2816,2219
2020,208,16,2608,2739
2020,208,17,3804,3782
2020,208,18,3856,4223
2020,208,19,3907,3847
2020,208,20,2698,2240
2020,208,21,1968,1751
2020,208,22,1761,1789
2020,208,23,1336,1499
2020,209,0,147,101
2020,209,1,158,92
2020,209,2,98,97
2020,209,3,94,94
2020,209,4,60,107
2020,209,5,268,245
2020,209,6,620,926
2020,209,7,1199,1678
2020,209,8,1512,2089
2020,209,9,1351,1824
2020,209,10,1055,1329
2020,209,11,1055,1078
2020,209,12,1023,1572
2020,209,13,1147,1782
2020,209,14,2087,1580
2020,209,15,2748,2626
2020,209,16,3154,3368
2020,209,17,3921,3408
2020,209,18,3824,3605
2020,209,19,3892,3414
2020,209,20,2592,2390
2020,209,21,1794,1609
2020,209,22,1742,1282
2020,209,23,1419,1393
2020,210,0,133,329
2020,210,1,121,193
2020,210,2,50,52
2020,210,3,77,57
2020,210,4,69,136
2020,210,5,247,282
2020,210,6,676,563
2020,210,7,1669,1531
2020,210,8,2191,1852
2020,210,9,2067,1975
2020,210,10,1152,1346
2020,210,11,1349,1099
2020,210,12,1172,841
2020,210,13,1590,1497
2020,210,14,2477,1783
2020,210,15,2526,2608
2020,210,16,2662,3343
2020,210,17,3078,3213
2020,210,18,3856,3744
2020,210,19,3334,3291
2020,210,20,2264,2141
2020,210,21,2446,2283
2020,210,22,1835,1227
2020,210,23,1169,572
2020,211,0,268,107
2020,211,1,125,243
2020,211,2,98,57
2020,211,3,75,60
2020,211,4,85,140
2020,211,5,297,299
2020,211,6,956,833
2020,211,7,1049,1235
2020,211,8,2202,1599
2020,211,9,1207,1617
2020,211,10,1482,1718
2020,211,11,1368,1478
2020,211,12,1099,834
2020,211,13,1324,1908
2020,211,14,2459,2085
2020,211,15,2102,2847
2020,211,16,3265,2788
2020,211,17,3569,3513
2020,211,18,3747,4095
2020,211,19,3094,3661
2020,211,20,2532,2584
2020,211,21,1661,1986
2020,211,22,1687,1461
2020,211,23,909,1074
2020,212,0,268,106
2020,212,1,118,134
2020,212,2,100,91
2020,212,3,92,74
2020,212,4,95,69
2020,212,5,376,362
2020,212,6,983,695
2020,212,7,1442,1724
2020,212,8,2353,2274
2020,212,9,1595,2146
2020,212,10,1327,1256
2020,212,11,936,1594
2020,212,12,879,1058
2020,212,13,1489,1956
2020,212,14,2248,1991
2020,212,15,2677,2972
2020,212,16,2913,3264
2020,212,17,3306,3842
2020,212,18,4335,3612
2020,212,19,3003,3338
2020,212,20,2059,2539
2020,212,21,1726,1880
2020,212,22,1184,1826
2020,212,23,945,776
2020,213,0,104,297
2020,213,1,141,60
2020,213,2,82,59
2020,213,3,53,76
2020,213,4,134,140
2020,213,5,230,252
2020,213,6,585,744
2020,213,7,1846,1501
2020,213,8,2464,1821
2020,213,9,2092,2035
2020,213,10,1777,1007
2020,213,11,1200,1000
2020,213,12,1086,1428
2020,213,13,1826,1227
2020,213,14,1983,1976
2020,213,15,2094,2411
2020,213,16,2844,2527
2020,213,17,3829,3343
2020,213,18,4399,4202
2020,213,19,3803,3073
2020,213,20,2932,2344
2020,213,21,2327,1869
2020,213,22,1134,1277
2020,213,23,752,564
2020,214,0,383,389
2020,214,1,236,81
2020,214,2,84,53
2020,214,3,96,96
2020,214,4,140,89
2020,214,5,236,367
2020,214,6,943,687
2020,214,7,1206,1016
2020,214,8,1565,1731
2020,214,9,1425,1874
2020,214,10,1331,1220
2020,214,11,1496,1563
2020,214,12,1023,871
2020,214,13,1131,1149
2020,214,14,2404,2013
2020,214,15,2859,2536
2020,214,16,3023,3048
2020,214,17,3161,3279
2020,214,18,4436,3758
2020,214,19,3763,3542
2020,214,20,2604,2792
2020,214,21,2201,1681
2020,214,22,1774,1138
2020,214,23,1224,1257
2020,215,0,220,319
2020,215,1,50,65
2020,215,2,93,82
2020,215,3,73,94
2020,215,4,144,131
2020,215,5,272,326
2020,215,6,613,575
2020,215,7,1313,1665
2020,215,8,2232,2112
2020,215,9,1823,1604
2020,215,10,1159,1126
2020,215,11,1209,1684
2020,215,12,1429,1038
2020,215,13,1526,1020
2020,215,14,2407,1840
2020,215,15,2793,2145
2020,215,16,2781,3491
2020,215,17,3974,3591
2020,215,18,3705,3914
2020,215,19,3862,3720
2020,215,20,2199,2034
2020,215,21,1713,2057
2020,215,22,1640,1753
2020,215,23,1070,992
2020,216,0,265,390
2020,216,1,184,109
2020,216,2,91,73
2020,216,3,57,63
2020,216,4,116,88
2020,216,5,232,208
2020,216,6,573,547
2020,216,7,1787,1512
2020,216,8,2258,1875
2020,216,9,1800,1927
2020,216,10,1585,1435
2020,216,11,906,1312
2020,216,12,1370,1210
2020,216,13,1795,1679
2020,216,14,1578,1567
2020,216,15,2087,2236
2020,216,16,2553,2567
2020,216,17,3007,3104
2020,216,18,4171,4216
2020,216,19,3351,3771
2020,216,20,2048,2989
2020,216,21,2291,1670
2020,216,22,1755,1118
2020,216,23,1316,532
2020,217,0,192,143
2020,217,1,55,238
2020,217,2,73,72
2020,217,3,100,85
2020,217,4,95,71
2020,217,5,211,377
2020,217,6,798,926
2020,217,7,1335,1407
2020,217,8,1633,1959
2020,217,9,1305,2116
2020,217,10,1513,1240
2020,217,11,1282,1637
2020,217,12,922,1469
2020,217,13,1968,1897
2020,217,14,2447,2209
2020,217,15,2725,2658
2020,217,16,3053,3237
2020,217,17,3939,3926
2020,217,18,4200,4435
2020,217,19,3253,3300
2020,217,20,2867,2368
2020,217,21,1831,1709
2020,217,22,1599,1370
2020,217,23,967,842
2020,218,0,342,362
2020,218,1,201,69
2020,218,2,66,55
2020,218,3,86,51
2020,218,4,141,62
2020,218,5,306,252
2020,218,6,670,635
2020,218,7,1165,1011
2020,218,8,2229,1801
2020,218,9,1253,1675
2020,218,10,1394,1381
2020,218,11,997,1372
2020,218,12,902,963
2020,218,13,1904,1866
2020,218,14,1746,1990
2020,218,15,2443,2838
2020,218,16,2500,3176
2020,218,17,3690,3275
2020,218,18,3706,4340
2020,218,19,3418,3164
2020,218,20,2400,2264
2020,218,21,1580,1623
2020,218,22,1289,1042
2020,218,23,839,642
2020,219,0,101,365
2020,219,1,141,171
2020,219,2,92,62
2020,219,3,51,75
2020,219,4,131,59
2020,219,5,208,234
2020,219,6,823,839
2020,219,7,1711,1306
2020,219,8,2100,2128
2020,219,9,2025,1947
2020,219,10,1721,1420
2020,219,11,1179,1660
2020,219,12,1255,1600
2020,219,13,1010,1790
2020,219,14,1622,1610
2020,219,15,2981,2724
2020,219,16,3344,2739
2020,219,17,3685,3655
2020,219,18,3753,3887
2020,219,19,3668,3753
2020,219,20,2978,2362
2020,219,21,2330,1639
2020,219,22,1439,1388
2020,219,23,1393,1083
2020,220,0,255,102
2020,220,1,74,70
2020,220,2,80,95
2020,220,3,61,69
2020,220,4,81,68
2020,220,5,342,225
2020,220,6,584,799
2020,220,7,1463,1974
2020,220,8,2088,2475
2020,220,9,1811,2046
2020,220,10,1341,1110
2020,220,11,1622,1001
2020,220,12,1456,1250
2020,220,13,1863,1191
2020,220,14,1888,2060
2020,220,15,2699,2654
2020,220,16,3159,3268
2020,220,17,3256,3787
2020,220,18,4453,3679
2020,220,19,3309,3406
2020,220,20,2170,2726
2020,220,21,1812,2372
2020,220,22,1030,1161
2020,220,23,1429,922
2020,221,0,389,208
2020,221,1,172,201
2020,221,2,95,76
2020,221,3,80,82
2020,221,4,113,77
2020,221,5,348,352
2020,221,6,839,552
2020,221,7,1175,1035
2020,221,8,1523,2194
2020,221,9,2020,1319
2020,221,10,1108,1329
2020,221,11,1375,1137
2020,221,12,1568,1025
2020,221,13,1210,1882
2020,221,14,1698,1908
2020,221,15,2290,2624
2020,221,16,2901,3166
2020,221,17,3784,3904
2020,221,18,3984,4213
2020,221,19,3800,3230
2020,221,20,2004,2055
2020,221,21,2136,1741
2020,221,22,1135,1432
2020,221,23,752,777
2020,222,0,326,238
2020,222,1,220,235
2020,222,2,61,96
2020,222,3,61,78
2020,222,4,86,69
2020,222,5,324,302
2020,222,6,936,962
2020,222,7,1622,1264
2020,222,8,2499,1570
2020,222,9,1564,2191
2020,222,10,1751,1377
2020,222,11,1388,1263
2020,222,12,1419,1140
2020,222,13,1580,1856
2020,222,14,1929,2305
2020,222,15,2170,2325
2020,222,16,3398,2988
2020,222,17,3497,3116
2020,222,18,4152,4491
2020,222,19,3757,3563
2020,222,20,2624,2215
2020,222,21,2091,1888
2020,222,22,1946,1599
2020,222,23,1048,1074
2020,223,0,221,175
2020,223,1,203,193
2020,223,2,80,97
2020,223,3,88,68
2020,223,4,66,91
2020,223,5,354,203
2020,223,6,920,541
2020,223,7,1923,1522
2020,223,8,1831,1912
2020,223,9,1989,2188
2020,223,10,1472,1130
2020,223,11,1211,906
2020,223,12,1067,956
2020,223,13,1232,1757
2020,223,14,2154,2032
2020,223,15,2455,2135
2020,223,16,3419,2869
2020,223,17,3213,3724
2020,223,18,3795,4463
2020,223,19,3887,3414
2020,223,20,2499,2001
2020,223,21,1535,2426
2020,223,22,1706,1013
2020,223,23,878,1074
2020,224,0,164,337
2020,224,1,163,249
2020,224,2,86,94
2020,224,3,53,97
2020,224,4,75,135
2020,224,5,200,399
2020,224,6,849,880
